[ 2016-08-18T22:14:20+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:15:30+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:30+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:30+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-08-18T22:15:30+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ view_end ] --START--
[ 2016-08-18T22:15:30+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:30+08:00 ] /QA/index.php/Show/index/id/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.011001s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.015001s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.014001s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = '2' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.000000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.034002s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034002s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.002001s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.003000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007001s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:32+08:00 ] /QA/index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.012000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT question.id AS id,question.ask_content AS ask_content,question.money_reward AS money_reward,question.solve AS solve,question.ask_time AS ask_time,question.cid AS cid,question.answer AS answer,question.uid AS uid,IndexUser.username AS username,IndexUser.experience AS experience FROM wl_question question LEFT JOIN wl_index_user IndexUser ON question.uid = IndexUser.id WHERE ( question.id = 3 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.012000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.014000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 3 ) AND ( answer.adopt = 1 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT COUNT(*) AS tp_count FROM `wl_answer` WHERE ( `qid` = 3 ) AND ( answer.adopt = 0 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 3 ) AND ( answer.adopt = 0 ) LIMIT 0,10   [ RunTime:0.001000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.013001s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_reply` [ RunTime:0.013001s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT IndexUser.id AS id,IndexUser.username AS username,reply.reply_msg AS reply_msg,reply.reply_time AS reply_time,reply.uid AS uid,reply.aid AS aid FROM wl_index_user IndexUser LEFT JOIN wl_reply reply ON IndexUser.id=reply.uid WHERE ( reply.aid IN ('2','3') )  [ RunTime:0.001000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | NOTIC: [8] Use of undefined constant ask - assumed 'ask' f354fc626e6f7e38fd97a443b43fbcf1.php 第 115 行.
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | NOTIC: [8] Use of undefined constant solve - assumed 'solve' f354fc626e6f7e38fd97a443b43fbcf1.php 第 115 行.
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | NOTIC: [8] Use of undefined constant ask - assumed 'ask' f354fc626e6f7e38fd97a443b43fbcf1.php 第 115 行.
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | NOTIC: [8] Use of undefined constant solve - assumed 'solve' f354fc626e6f7e38fd97a443b43fbcf1.php 第 115 行.
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.028001s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028001s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.002001s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006001s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:33+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.010000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: UPDATE `wl_answer` SET `adopt`=1 WHERE ( `id` = 2 ) [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011001s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: UPDATE `wl_question` SET `solve`=1 WHERE ( `id` = 3 ) [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: UPDATE `wl_index_user` SET `adopt`=adopt+1 WHERE ( `id` = 1 ) [ RunTime:0.000000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: UPDATE `wl_index_user` SET `experience`=experience+5 WHERE ( `id` = 1 ) [ RunTime:0.000000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: SELECT `uid`,`money_reward` FROM `wl_question` WHERE ( `id` = 3 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | SQL: UPDATE `wl_index_user` SET `money`=money+5 WHERE ( `id` = 1 ) [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ view_template ] --START--
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ view_parse ] --START--
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.018001s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018001s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ view_filter ] --START--
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ view_end ] --START--
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:38+08:00 ] /QA/index.php/Show/adopt/id/2/qid/3/uid/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.013001s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT question.id AS id,question.ask_content AS ask_content,question.money_reward AS money_reward,question.solve AS solve,question.ask_time AS ask_time,question.cid AS cid,question.answer AS answer,question.uid AS uid,IndexUser.username AS username,IndexUser.experience AS experience FROM wl_question question LEFT JOIN wl_index_user IndexUser ON question.uid = IndexUser.id WHERE ( question.id = 3 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.010001s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 3 ) AND ( answer.adopt = 1 ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT COUNT(*) AS tp_count FROM `wl_answer` WHERE ( `qid` = 3 ) AND ( answer.adopt = 0 ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT answer.id AS id,answer.answer_content AS answer_content,answer.answer_time AS answer_time,IndexUser.id AS uid,IndexUser.username AS username,IndexUser.experience AS experience,IndexUser.answer AS answer,IndexUser.adopt AS adopt FROM wl_answer answer LEFT JOIN wl_index_user IndexUser ON answer.uid=IndexUser.id WHERE ( `qid` = 3 ) AND ( answer.adopt = 0 ) LIMIT 0,10   [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SHOW COLUMNS FROM `wl_reply` [ RunTime:0.010001s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | SQL: SELECT IndexUser.id AS id,IndexUser.username AS username,reply.reply_msg AS reply_msg,reply.reply_time AS reply_time,reply.uid AS uid,reply.aid AS aid FROM wl_index_user IndexUser LEFT JOIN wl_reply reply ON IndexUser.id=reply.uid WHERE ( reply.aid IN ('3') )  [ RunTime:0.000000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_template ] --START--
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_parse ] --START--
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | NOTIC: [8] Use of undefined constant ask - assumed 'ask' f354fc626e6f7e38fd97a443b43fbcf1.php 第 115 行.
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | NOTIC: [8] Use of undefined constant solve - assumed 'solve' f354fc626e6f7e38fd97a443b43fbcf1.php 第 115 行.
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.027002s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027002s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_filter ] --START--
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_end ] --START--
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:39+08:00 ] /QA/index.php/Show/index/id/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | INFO: Tag[ route_check ] --START--
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | INFO: Tag[ app_begin ] --START--
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | SQL: SHOW COLUMNS FROM `wl_answer` [ RunTime:0.011000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | SQL: UPDATE `wl_answer` SET `adopt`=1 WHERE ( `id` = 3 ) [ RunTime:0.000000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | SQL: UPDATE `wl_question` SET `solve`=1 WHERE ( `id` = 3 ) [ RunTime:0.000000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | SQL: UPDATE `wl_index_user` SET `adopt`=adopt+1 WHERE ( `id` = 1 ) [ RunTime:0.001000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | SQL: UPDATE `wl_index_user` SET `experience`=experience+5 WHERE ( `id` = 1 ) [ RunTime:0.000000s ]
[ 2016-08-18T22:15:48+08:00 ] /QA/index.php/Show/adopt/id/3/qid/3/uid/1 | SQL: SELECT `uid`,`money_reward` FROM `wl_question` WHERE ( `id` = 3 ) LIMIT 1   [ RunTime:0.000000s ]
